"name","prompt","negative_prompt","description","category"
"SCENE_Rooftop_Garden","rooftop garden, (urban garden rooftop:1.2), plants and flowers, city skyline background, terrace garden, peaceful urban oasis, sunset view","bad anatomy, blurry, low quality, watermark","Rooftop garden. Combos: ATMOSPHERE_Time_Golden_Hour; THEME_Slice_Of_Life_Cozy.","SCENE"
"SCENE_Rooftop_Night","rooftop at night, city skyline below, rooftop edge, urban rooftop, city lights below, night city view from above","indoor, forest, nature","Urban rooftop night. Combos: LIGHTING_Neon_Purple_Pink; TIME_Midnight; OUTFIT_Streetwear.","SCENE"
"SCENE_Royal_Palace_Hall","royal palace hall, (grand throne hall:1.2), marble columns, red carpet, golden decor, banners hanging, opulent interior, royal court","bad anatomy, blurry, low quality, watermark","Royal palace interior. Combos: ARCHETYPE_Male_King; ARCHETYPE_Princess; MOOD_Elegant.","SCENE"
"SCENE_Ruins_Overgrown","overgrown ruins, nature reclaiming building, ivy covered walls, crumbling structure, post-urban nature, moss and vines","pristine, clean, maintained","Nature-consumed ruins. Combos: ERA_Post_Apocalyptic; ARCHETYPE_Elf_Ranger; LIGHTING_Volumetric_Rays.","SCENE"
"SCENE_School_Classroom","school classroom, desks, blackboard, chalk, school windows, afternoon light, empty classroom","outdoor, dungeon, office","Empty classroom. Combos: ARCHETYPE_Schoolgirl; ARCHETYPE_Teacher; THEME_Student_Teacher; CLOTHES_School_Uniform; LIGHTING_Bright_Clinical.","SCENE"
"SCENE_Server_Room","server room, (data center:1.2), rows of servers, blinking lights, cooling fans, blue light, network infrastructure, digital backbone","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Server room/data center. Combos: ARCHETYPE_Hacker_Netrunner; LIGHTING_Screen_Glow.","SCENE"
"SCENE_Shopping_Mall","shopping mall, (modern retail mall:1.2), escalators, brand stores, food court, shoppers, mall interior, commercial space, fountain","bad anatomy, blurry, low quality, watermark","Modern shopping mall. Combos: THEME_Slice_Of_Life_Cozy; LIGHTING_Bright_Clinical.","SCENE"
"SCENE_Shrine_Steps","(shrine steps:1.2), torii gate steps, japanese shrine pathway, stone steps shrine, lantern-lined steps","modern, urban, indoor","Japanese shrine steps/torii approach. Combos: ARCHETYPE_Shrine_Maiden; LIGHTING_Lantern_Warm; CLOTHES_Hakama.","SCENE"
"SCENE_Silk_Road_Caravan","Silk Road caravan, (desert trading route:1.2), camels, traders, Middle Eastern markets, ancient trade route, oasis stop, merchant tents","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Silk Road / ancient trade route. Combos: ARCHETYPE_Nomad; THEME_Historical_Ancient.","SCENE"
"SCENE_Snowy_Path","snowy path, snow-covered trail, winter path, walking through snow, snowflakes falling, bare trees in snow, silent snowy landscape, deep snow","summer, tropical, indoor","Snowy winter path. Combos: SEASON_Winter_Snow; OUTFIT_Winter_Coat; ATMOSPHERE_Breath_Cold_Air.","SCENE"
"SCENE_Space_Colony_Dome","space colony dome, (biodome on planet:1.2), transparent dome, cultivated interior, humans living in space, colony buildings, terraformed interior","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Space colony dome habitat. Combos: THEME_SciFi_Space_Opera; LIGHTING_Bright_Clinical.","SCENE"
"SCENE_Space_Debris_Field","space debris field, (satellite graveyard:1.2), floating wreckage, old satellites, space junk, Earth in background, zero gravity debris","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Space debris field exterior. Combos: ARCHETYPE_Astronaut; THEME_SciFi_Space_Opera.","SCENE"
"SCENE_Space_Station_Interior","space station interior, (zero gravity corridor:1.2), white futuristic panels, space windows with stars, sci-fi hallway, space base interior","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Space station interior. Combos: ARCHETYPE_Astronaut; LIGHTING_Bright_Clinical; THEME_SciFi_Space_Opera.","SCENE"
"SCENE_Stage_Performance","concert stage, spotlight, stage lights, microphone, audience silhouette, performance venue, dramatic stage lighting","nature, outdoor, dungeon","Performance stage. Combos: ARCHETYPE_Idol; ACTIVITY_Dancing; LIGHTING_Neon_Colorful.","SCENE"
"SCENE_Submarine_Interior","submarine interior, (deep sea vessel:1.2), porthole windows, dark ocean outside, cramped quarters, sonar room, bioluminescent creatures outside","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Submarine interior. Works for sci-fi or modern thriller. Combos: LIGHTING_Bioluminescent_Glow.","SCENE"
"SCENE_Summer_Festival","(summer festival:1.3), (matsuri:1.2), japanese summer festival, festival stalls, yukata crowd, festival games, outdoor festival night","indoor, winter, no festival","Japanese summer matsuri. Combos: OUTFIT_Traditional_Japanese; LIGHTING_Night_Moonlit; SCENE_Night_Market; ATMOSPHERE_Fireflies.","SCENE"
"SCENE_Tavern_Inn","tavern interior, (medieval inn:1.2), wooden beams, fireplace, ale mugs, rowdy atmosphere, candle sconces, adventurer hangout, bar counter","bad anatomy, blurry, low quality, watermark","Medieval tavern interior. Combos: ARCHETYPE_Bard; LIGHTING_Candlelight; THEME_Fantasy_Cozy.","SCENE"
"SCENE_Throne_Room","throne room, grand throne, ornate hall, royal chamber, imposing seat of power, regal interior","humble, outdoor, casual","Throne room setting. Combos: ARCHETYPE_Demon_Queen; MOOD_Confident; ERA_Medieval_Fantasy.","SCENE"
"SCENE_Train_Station_Platform","train station platform, (commuter rail platform:1.2), trains passing, platform crowds, station signs, rushing commuters, metro station","bad anatomy, blurry, low quality, watermark","Train/metro station platform. Combos: WEATHER_Gentle_Rain; THEME_Slice_Of_Life_Cozy.","SCENE"
"SCENE_Treehouse","(treehouse:1.2), elevated wooden treehouse, treehouse platform, forest treehouse, high in trees","urban, indoor, underground","Treehouse setting. Combos: MOOD_Nostalgic; MOOD_Playful; COMPANION_Cat; ATMOSPHERE_Season_Spring_Cherry.","SCENE"
"SCENE_Underground_Bunker","underground bunker, (military bunker interior:1.2), reinforced concrete, emergency lighting, blast doors, survival shelter, post-apocalyptic safe room","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Bunker interior. Works for post-apoc or military. Combos: LIGHTING_Emergency_Lights; THEME_SciFi_Post_Apocalyptic.","SCENE"
"SCENE_Underground_Dungeon","underground dungeon, (stone cell corridor:1.2), iron bars, torch sconces, dungeon corridor, dark stone walls, chains, medieval prison","bad anatomy, blurry, low quality, watermark","Dark dungeon corridor. Horror or fantasy. Combos: LIGHTING_Candlelight; THEME_Horror_Survival.","SCENE"
"SCENE_Vehicle_Interior","vehicle interior, train window seat, car backseat, bus window, subway car, rain on window, night driving atmosphere","outdoor, open space, static room","Vehicle interior scene. Combos: WEATHER_Gentle_Rain; MOOD_Melancholic; TIME_Blue_Hour.","SCENE"
"SCENE_Victorian_Street","Victorian street, (Victorian era London:1.2), gas lamps, horse carriages, cobblestone, Victorian architecture, top hats, fog, 1800s London","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Victorian era street. Combos: ARCHETYPE_Male_Detective; STYLE_Film_Noir_Classic; PALETTE_Sepia.","SCENE"
"SCENE_Village_Market","fantasy village market, (medieval marketplace:1.2), market stalls, cobblestone, merchants, colorful banners, village square, fantasy town","bad anatomy, blurry, low quality, watermark","Fantasy village marketplace. Combos: ARCHETYPE_Nomad; ARCHETYPE_Shopkeeper; THEME_Fantasy_Cozy.","SCENE"
"SCENE_WW2_Trench","WW2 trench, (wartime trench:1.2), muddy battlefield, barbed wire, soldiers, sandbags, grey sky, WWI or WWII warfare, war atmosphere","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","World War trench scene. Combos: ARCHETYPE_Soldier_Modern; THEME_Historical_War; PALETTE_Muted_Desaturated.","SCENE"
"SCENE_Wild_West_Town","wild west town, (frontier town main street:1.2), saloon, wooden buildings, dusty road, hitching posts, wanted posters, cowboy era","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Wild West frontier town. Combos: ARCHETYPE_Male_Bounty_Hunter; THEME_Historical_Ancient.","SCENE"
"SCENE_Wizard_Tower","wizard tower, (sorcerer's study:1.2), spiral stairs, magical artifacts, glowing orbs, star charts, telescope, arcane library, tower top","bad anatomy, blurry, low quality, watermark","Wizard's tower interior. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; LIGHTING_Volumetric_Rays.","SCENE"
"STATE_Battle_Damaged","(battle damaged:1.3), (combat worn:1.2), torn clothes after battle, wounds, bruised, exhausted warrior, post-fight state, combat aftermath","pristine, clean, no damage, healthy untouched","Post-battle worn state. Combos: ARCHETYPE_Warrior; ARCHETYPE_Kunoichi; SCENE_Battlefield_Ancient; EFFECTS_Blood_Splatter.","STATE"
"STATE_Battle_Ready","(battle ready:1.2), combat stance, weapon drawn, adrenaline pumping, pre-battle focused, ready to fight","relaxed, sleeping, sitting","Pre-combat battle-ready state. Combos: ARCHETYPE_Warrior; EXPRESSION_Focused_Intense; MOOD_Anticipation; POSE_Defensive_Guard.","STATE"
"STATE_Cold_Calculating","(cold calculating expression:1.2), emotionless assessment, icy calm analysis, detached cold stare, calculating gaze","warm, excited, expressive","Cold detached calculating state. Combos: ARCHETYPE_Hacker_Netrunner; RACE_Robot_Android; EXPRESSION_Stoic_Blank.","STATE"
"STATE_Cold_Shivering","(shivering:1.3), (cold:1.2), visibly cold, breath mist, goosebumps, hugging self for warmth, freezing expression, frost breath","warm, comfortable, no cold, no shivering","Cold/freezing state. Combos: SCENE_Frozen_Arctic_Ruins; ATMOSPHERE_Season_Winter_Snow; OUTFIT_Winter_Coat; LIGHTING_Dim_Dark.","STATE"
"STATE_Crying_Tears","(crying:1.3), (tears streaming:1.2), tears on face, crying expression, emotional tears, sobbing, wet cheeks, teary eyes","happy, smiling, no tears, dry eyes","Emotional crying state. Combos: MOOD_Melancholic; EXPRESSION_Pensive; SCENE_Rainy_Window; LIGHTING_Dramatic_Shadow.","STATE"
"STATE_Drunk_Happy","(drunk expression:1.3), (tipsy:1.2), flushed cheeks from alcohol, slightly drunk, happy drunk, holding drink, dizzy happy face","sober, sad, no drink, no flush","Happy drunk/tipsy state. Combos: SCENE_Izakaya_Bar; SCENE_Tavern_Inn; FOOD_Coffee_Cup (swap for drink); MOOD_Playful.","STATE"
"STATE_Embarrassed_Flustered","(embarrassed:1.3), (flustered:1.2), red faced, covering face with hands, shy embarrassment, accidentally caught, awkward blush","confident, calm, no blush","Embarrassed/flustered. Combos: EXPRESSION_Shy_Blush; MOOD_Shy; ARCHETYPE_* (caught in moment); SCENE_School_Classroom.","STATE"
"STATE_Exhausted_Sleeping","(fallen asleep:1.3), (asleep sitting:1.2), asleep at desk, nodding off, sleeping while sitting, drooping eyes, head falling, dozing","fully awake, standing, active","Falling asleep / dozing off. Combos: SCENE_Library; SCENE_Office; MOOD_Sleepy; LIGHTING_Soft_Warm.","STATE"
"STATE_Flow_State","(flow state:1.2), in the zone, peak performance focus, effortless action, deep concentration, unconscious competence","distracted, tired, sleeping","Deep flow/in-the-zone concentration. Combos: ACTIVITY_Painting; ACTIVITY_Sword_Training; ACTIVITY_Dancing.","STATE"
"STATE_Focused_Intense","(intense focus:1.3), (concentrated:1.2), hyper focused expression, narrowed eyes concentration, deep in thought, determined stare, locked in","distracted, relaxed, casual","Intense focus/concentration. Combos: ACTIVITY_Sword_Training; ACTIVITY_Gaming; ARCHETYPE_Scientist; MOOD_Focused.","STATE"
"STATE_Laughing_Candid","(laughing:1.3), (genuine laugh:1.2), caught mid-laugh, candid laughter, eyes crinkled laughing, open mouth laugh, happy laughter","serious, sad, neutral, no expression","Candid genuine laughter. Combos: EXPRESSION_Laughing; MOOD_Playful; SCENE_Park_Bench_Autumn; ATMOSPHERE_Falling_Petals.","STATE"
"STATE_Lost_In_Thought","(lost in thought:1.3), (daydreaming:1.2), distant gaze, unfocused eyes, deep in reverie, mind elsewhere, contemplative stare","engaged, focused, present, reacting","Daydreaming / lost in thought. Combos: SCENE_Rainy_Window; POSE_Thinking_Hand_Chin; MOOD_Melancholic; LIGHTING_Overcast_Soft.","STATE"
"STATE_Shell_Shocked","(shell shocked:1.2), thousand yard stare, traumatized stare, distant vacant shock, post-trauma expression, numb stare","confident, happy, battle ready","Shell-shocked thousand-yard stare. Combos: MOOD_Haunted; SCENE_Battlefield_Ancient; THEME_Historical_War.","STATE"
"STATE_Smoking","(smoking:1.3), (cigarette in hand:1.2), cigarette between fingers, exhaling smoke, casual smoking, cigarette aesthetic","no cigarette, clean, no smoke","Smoking aesthetic — edgy or brooding character element. {SMOKE_TYPE} placeholder. Combos: ARCHETYPE_Delinquent; SCENE_Alley; EXPRESSION_Stoic_Blank; LIGHTING_Night_Moonlit.","STATE"
"STATE_Soaking_Wet","(soaking wet:1.3), (drenched:1.2), completely wet, rain soaked, hair plastered wet, wet clothes clinging, water dripping","dry, clean, no water, chain, necklace, pearl necklace, jewelry drip, liquid jewelry, bead chain, string of pearls","Completely soaked. Combos: SCENE_Bus_Stop_Rain; ATMOSPHERE_Weather_Heavy_Rain; HAIR_Wet; OUTFIT_School_Uniform.","STATE"
"STATE_Surprised_Shocked","(shocked expression:1.3), (wide eyes:1.2), genuinely shocked, startled expression, jaw dropped surprise, eyes wide open shock","calm, composed, neutral, expected","Genuine shock/surprise. Combos: EXPRESSION_Surprised; SCENE_* (caught off guard); MOOD_Haunted; ATMOSPHERE_Lightning_Flash.","STATE"
"STATE_Wild_Feral","(feral expression:1.2), wild animalistic intensity, predatory snarl, feral energy, untamed rage, beast mode","calm, elegant, composed","Wild/feral intensity state. Combos: RACE_Werewolf; RACE_Orc_Female; MOOD_Predatory; EXPRESSION_Focused_Intense.","STATE"
"STATE_Wounded_Bandaged","(bandaged wounds:1.3), (injured:1.2), bandage on arm, medical bandaging, wound wrapped, battle injury bandaged, patched up","pristine, healthy, no injuries, no bandage","Injured/bandaged state. Combos: ARCHETYPE_Warrior; SCENE_Underground_Bunker; MOOD_Determined; PROPS_Book_Tome (recovering).","STATE"
"STYLE_2000s_Y2K","(Y2K aesthetic:1.2), early 2000s digital, chrome elements, translucent plastic, 2000s internet visual, early CGI feel, bubbly 2000s design","bad anatomy, blurry, low quality, watermark","2000s Y2K digital aesthetic. Combos: PALETTE_High_Contrast.","STYLE"
"STYLE_3D_Render","3d render, 3d anime style, cgi anime, smooth 3d shading, rendered character, three-dimensional","flat 2d, sketchy, traditional","3D anime style. Combos: OUTFIT_Cyberpunk; STYLE_Action_Game_Art. NoobAI handles well.","STYLE"
"STYLE_70s_Grindhouse","grindhouse film aesthetic, (1970s film look:1.2), gritty film grain, faded colors, exploitation film, pulp cinema, scratched film, retro horror poster","bad anatomy, blurry, low quality, watermark","1970s grindhouse film aesthetic. Combos: THEME_Horror_Slasher; PALETTE_Sepia.","STYLE"
"STYLE_80s_Synthwave_Neon","(synthwave aesthetic:1.2), neon purple and pink, retrowave, grid lines, 80s electronic, outrun style, neon sunset, retro futurism 80s","bad anatomy, blurry, low quality, watermark","1980s synthwave/outrun aesthetic. Combos: PALETTE_Vaporwave; SCENE_Arcade_Retro; LIGHTING_Neon_Colorful.","STYLE"
